window_id,split,lake_name,target_datetime,length,window_days,target_raw,target_transformed
train_000000,train,【Huo】Lake Hnagzhang,2020-12-02 00:00:00,2,45,0.0,0.0
train_000001,train,【Huo】Lake Hnagzhang,2020-12-03 00:00:00,3,45,0.0,0.0
train_000002,train,【Huo】Lake Hnagzhang,2020-12-04 00:00:00,4,45,0.006000000052154,0.006000000052154064
train_000003,train,【Huo】Lake Hnagzhang,2020-12-05 00:00:00,5,45,0.0099999997764825,0.009999999776482582
train_000004,train,【Huo】Lake Hnagzhang,2020-12-06 00:00:00,6,45,0.0160000007599592,0.01600000075995922
train_000005,train,【Huo】Lake Hnagzhang,2020-12-07 00:00:00,7,45,0.0260000005364418,0.026000000536441803
train_000006,train,【Huo】Lake Hnagzhang,2020-12-08 00:00:00,8,45,0.0299999993294477,0.029999999329447746
train_000007,train,【Huo】Lake Hnagzhang,2020-12-09 00:00:00,9,45,0.0280000008642673,0.02800000086426735
train_000008,train,【Huo】Lake Hnagzhang,2020-12-10 00:00:00,10,45,0.0280000008642673,0.02800000086426735
train_000009,train,【Huo】Lake Hnagzhang,2020-12-11 00:00:00,11,45,0.0340000018477439,0.03400000184774399
train_000010,train,【Huo】Lake Hnagzhang,2020-12-12 00:00:00,12,45,0.0419999994337558,0.041999999433755875
train_000011,train,【Huo】Lake Hnagzhang,2020-12-13 00:00:00,13,45,0.050000000745058,0.05000000074505806
train_000012,train,【Huo】Lake Hnagzhang,2020-12-14 00:00:00,14,45,0.061999998986721,0.06199999898672104
train_000013,train,【Huo】Lake Hnagzhang,2020-12-15 00:00:00,15,45,0.0799999982118606,0.07999999821186066
train_000014,train,【Huo】Lake Hnagzhang,2020-12-16 00:00:00,16,45,0.096000000834465,0.09600000083446503
train_000015,train,【Huo】Lake Hnagzhang,2020-12-17 00:00:00,17,45,0.108000002801418,0.1080000028014183
train_000016,train,【Huo】Lake Hnagzhang,2020-12-18 00:00:00,18,45,0.115999996662139,0.11599999666213989
train_000017,train,【Huo】Lake Hnagzhang,2020-12-19 00:00:00,19,45,0.131999999284744,0.13199999928474426
train_000018,train,【Huo】Lake Hnagzhang,2020-12-20 00:00:00,20,45,0.143999993801116,0.14399999380111694
train_000019,train,【Huo】Lake Hnagzhang,2020-12-21 00:00:00,21,45,0.151999995112419,0.15199999511241913
train_000020,train,【Huo】Lake Hnagzhang,2020-12-22 00:00:00,22,45,0.150000005960464,0.15000000596046448
train_000021,train,【Huo】Lake Hnagzhang,2020-12-23 00:00:00,23,45,0.151999995112419,0.15199999511241913
train_000022,train,【Huo】Lake Hnagzhang,2020-12-24 00:00:00,24,45,0.158000007271766,0.15800000727176666
train_000023,train,【Huo】Lake Hnagzhang,2020-12-25 00:00:00,25,45,0.162000000476837,0.16200000047683716
train_000024,train,【Huo】Lake Hnagzhang,2020-12-26 00:00:00,26,45,0.165999993681907,0.16599999368190765
train_000025,train,【Huo】Lake Hnagzhang,2020-12-27 00:00:00,27,45,0.165999993681907,0.16599999368190765
train_000026,train,【Huo】Lake Hnagzhang,2020-12-28 00:00:00,28,45,0.173999994993209,0.17399999499320984
train_000027,train,【Huo】Lake Hnagzhang,2020-12-29 00:00:00,29,45,0.181999996304512,0.18199999630451202
train_000028,train,【Huo】Lake Hnagzhang,2020-12-30 00:00:00,30,45,0.200000002980232,0.20000000298023224
train_000029,train,【Huo】Lake Hnagzhang,2020-12-31 00:00:00,31,45,0.206000000238418,0.20600000023841858
train_000030,train,【Huo】Lake Hnagzhang,2021-01-01 00:00:00,32,45,0.209999993443489,0.20999999344348907
train_000031,train,【Huo】Lake Hnagzhang,2021-01-02 00:00:00,33,45,0.222000002861022,0.22200000286102295
train_000032,train,【Huo】Lake Hnagzhang,2021-01-03 00:00:00,34,45,0.236000001430511,0.23600000143051147
train_000033,train,【Huo】Lake Hnagzhang,2021-01-04 00:00:00,35,45,0.241999998688697,0.24199999868869781
train_000034,train,【Huo】Lake Hnagzhang,2021-01-05 00:00:00,36,45,0.256000012159347,0.25600001215934753
train_000035,train,【Huo】Lake Hnagzhang,2021-01-06 00:00:00,37,45,0.26800000667572,0.2680000066757202
train_000036,train,【Huo】Lake Hnagzhang,2021-01-07 00:00:00,38,45,0.287999987602233,0.2879999876022339
train_000037,train,【Huo】Lake Hnagzhang,2021-01-08 00:00:00,39,45,0.300000011920928,0.30000001192092896
train_000038,train,【Huo】Lake Hnagzhang,2021-01-09 00:00:00,40,45,0.305999994277954,0.3059999942779541
train_000039,train,【Huo】Lake Hnagzhang,2021-01-10 00:00:00,41,45,0.312000006437301,0.31200000643730164
train_000040,train,【Huo】Lake Hnagzhang,2021-01-11 00:00:00,42,45,0.312000006437301,0.31200000643730164
train_000041,train,【Huo】Lake Hnagzhang,2021-01-12 00:00:00,43,45,0.316000014543533,0.3160000145435333
train_000042,train,【Huo】Lake Hnagzhang,2021-01-13 00:00:00,44,45,0.319999992847442,0.3199999928474426
train_000043,train,【Huo】Lake Hnagzhang,2021-01-14 00:00:00,45,45,0.324000000953674,0.3240000009536743
train_000044,train,【Huo】Lake Hnagzhang,2021-01-15 00:00:00,46,45,0.32600000500679,0.32600000500679016
train_000045,train,【Huo】Lake Hnagzhang,2021-01-16 00:00:00,46,45,0.32600000500679,0.32600000500679016
train_000046,train,【Huo】Lake Hnagzhang,2021-01-17 00:00:00,46,45,0.331999987363815,0.3319999873638153
train_000047,train,【Huo】Lake Hnagzhang,2021-01-18 00:00:00,46,45,0.337999999523162,0.33799999952316284
train_000048,train,【Huo】Lake Hnagzhang,2021-01-19 00:00:00,46,45,0.335999995470047,0.335999995470047
train_000049,train,【Huo】Lake Hnagzhang,2021-01-20 00:00:00,46,45,0.342000007629394,0.34200000762939453
train_000050,train,【Huo】Lake Hnagzhang,2021-01-21 00:00:00,46,45,0.345999985933303,0.34599998593330383
train_000051,train,【Huo】Lake Hnagzhang,2021-01-22 00:00:00,46,45,0.354000002145767,0.3540000021457672
train_000052,train,【Huo】Lake Hnagzhang,2021-01-23 00:00:00,46,45,0.354000002145767,0.3540000021457672
train_000053,train,【Huo】Lake Hnagzhang,2021-01-24 00:00:00,46,45,0.351999998092651,0.35199999809265137
train_000054,train,【Huo】Lake Hnagzhang,2021-01-25 00:00:00,46,45,0.354000002145767,0.3540000021457672
train_000055,train,【Huo】Lake Hnagzhang,2021-01-26 00:00:00,46,45,0.351999998092651,0.35199999809265137
train_000056,train,【Huo】Lake Hnagzhang,2021-01-27 00:00:00,46,45,0.347999989986419,0.3479999899864197
train_000057,train,【Huo】Lake Hnagzhang,2021-01-28 00:00:00,46,45,0.347999989986419,0.3479999899864197
train_000058,train,【Huo】Lake Hnagzhang,2021-01-29 00:00:00,46,45,0.34400001168251,0.3440000116825104
train_000059,train,【Huo】Lake Hnagzhang,2021-01-30 00:00:00,46,45,0.342000007629394,0.34200000762939453
train_000060,train,【Huo】Lake Hnagzhang,2021-01-31 00:00:00,46,45,0.34400001168251,0.3440000116825104
train_000061,train,【Huo】Lake Hnagzhang,2021-02-01 00:00:00,46,45,0.342000007629394,0.34200000762939453
train_000062,train,【Huo】Lake Hnagzhang,2021-02-02 00:00:00,46,45,0.345999985933303,0.34599998593330383
train_000063,train,【Huo】Lake Hnagzhang,2021-02-03 00:00:00,46,45,0.345999985933303,0.34599998593330383
train_000064,train,【Huo】Lake Hnagzhang,2021-02-04 00:00:00,46,45,0.351999998092651,0.35199999809265137
train_000065,train,【Huo】Lake Hnagzhang,2021-02-05 00:00:00,46,45,0.354000002145767,0.3540000021457672
train_000066,train,【Huo】Lake Hnagzhang,2021-02-06 00:00:00,46,45,0.354000002145767,0.3540000021457672
train_000067,train,【Huo】Lake Hnagzhang,2021-02-07 00:00:00,46,45,0.351999998092651,0.35199999809265137
train_000068,train,【Huo】Lake Hnagzhang,2021-02-08 00:00:00,46,45,0.351999998092651,0.35199999809265137
train_000069,train,【Huo】Lake Hnagzhang,2021-02-09 00:00:00,46,45,0.354000002145767,0.3540000021457672
train_000070,train,【Huo】Lake Hnagzhang,2021-02-10 00:00:00,46,45,0.356000006198883,0.35600000619888306
train_000071,train,【Huo】Lake Hnagzhang,2021-02-11 00:00:00,46,45,0.356000006198883,0.35600000619888306
train_000072,train,【Huo】Lake Hnagzhang,2021-02-12 00:00:00,46,45,0.354000002145767,0.3540000021457672
train_000073,train,【Huo】Lake Hnagzhang,2021-02-13 00:00:00,46,45,0.349999994039535,0.3499999940395355
train_000074,train,【Huo】Lake Hnagzhang,2021-02-14 00:00:00,46,45,0.349999994039535,0.3499999940395355
train_000075,train,【Huo】Lake Hnagzhang,2021-02-15 00:00:00,46,45,0.345999985933303,0.34599998593330383
train_000076,train,【Huo】Lake Hnagzhang,2021-02-16 00:00:00,46,45,0.342000007629394,0.34200000762939453
train_000077,train,【Huo】Lake Hnagzhang,2021-02-17 00:00:00,46,45,0.345999985933303,0.34599998593330383
train_000078,train,【Huo】Lake Hnagzhang,2021-02-18 00:00:00,46,45,0.342000007629394,0.34200000762939453
train_000079,train,【Huo】Lake Hnagzhang,2021-02-19 00:00:00,46,45,0.34400001168251,0.3440000116825104
train_000080,train,【Huo】Lake Hnagzhang,2021-02-20 00:00:00,46,45,0.331999987363815,0.3319999873638153
train_000081,train,【Huo】Lake Hnagzhang,2021-02-21 00:00:00,46,45,0.331999987363815,0.3319999873638153
train_000082,train,【Huo】Lake Hnagzhang,2021-02-22 00:00:00,46,45,0.32600000500679,0.32600000500679016
train_000083,train,【Huo】Lake Hnagzhang,2021-02-23 00:00:00,46,45,0.319999992847442,0.3199999928474426
train_000084,train,【Huo】Lake Hnagzhang,2021-02-24 00:00:00,46,45,0.303999990224838,0.30399999022483826
train_000085,train,【Huo】Lake Hnagzhang,2021-02-25 00:00:00,46,45,0.301999986171722,0.3019999861717224
train_000086,train,【Huo】Lake Hnagzhang,2021-02-26 00:00:00,46,45,0.300000011920928,0.30000001192092896
train_000087,train,【Huo】Lake Hnagzhang,2021-02-27 00:00:00,46,45,0.287999987602233,0.2879999876022339
train_000088,train,【Huo】Lake Hnagzhang,2021-02-28 00:00:00,46,45,0.277999997138977,0.27799999713897705
train_000089,train,【Huo】Lake Ulansu,2022-02-14 00:00:00,2,45,0.45772299170494,0.4577229917049408
train_000090,train,【Huo】Lake Ulansu,2022-02-15 00:00:00,3,45,0.470705986022949,0.4707059860229492
train_000091,train,【Huo】Lake Ulansu,2022-02-16 00:00:00,4,45,0.471183001995086,0.47118300199508667
train_000092,train,【Huo】Lake Ulansu,2022-02-17 00:00:00,5,45,0.473057985305786,0.47305798530578613
train_000093,train,【Huo】Lake Ulansu,2022-02-18 00:00:00,6,45,0.474611014127731,0.4746110141277313
train_000094,train,【Huo】Lake Ulansu,2022-02-19 00:00:00,7,45,0.473951995372772,0.4739519953727722
train_000095,train,【Huo】Lake Ulansu,2022-02-20 00:00:00,8,45,0.479059994220733,0.47905999422073364
train_000096,train,【Huo】Lake Ulansu,2022-02-21 00:00:00,9,45,0.478278011083602,0.4782780110836029
train_000097,train,【Huo】Lake Ulansu,2022-02-22 00:00:00,10,45,0.48039498925209,0.48039498925209045
train_000098,train,【Huo】Lake Ulansu,2022-02-23 00:00:00,11,45,0.476859986782074,0.476859986782074
train_000099,train,【Huo】Lake Ulansu,2022-02-24 00:00:00,12,45,0.471803992986679,0.4718039929866791
train_000100,train,【Huo】Lake Ulansu,2022-02-25 00:00:00,13,45,0.460696995258331,0.4606969952583313
train_000101,train,【Huo】Lake Ulansu,2022-02-26 00:00:00,14,45,0.443906992673873,0.4439069926738739
train_000102,train,【Huo】Lake Ulansu,2022-02-27 00:00:00,15,45,0.432226985692977,0.4322269856929779
train_000103,train,【Huo】Lake Ulansu,2022-02-28 00:00:00,16,45,0.419450998306274,0.4194509983062744
train_000104,train,【Huo】Lake Ulansu,2022-03-01 00:00:00,17,45,0.384988993406295,0.3849889934062958
train_000105,train,【Huo】Lake Ulansu,2022-03-02 00:00:00,18,45,0.374172002077102,0.37417200207710266
train_000106,train,【Huo】Lake Ulansu,2022-03-03 00:00:00,19,45,0.363440990447998,0.36344099044799805
train_000107,train,【Huo】Lake Ulansu,2022-03-04 00:00:00,20,45,0.3539400100708,0.3539400100708008
train_000108,train,【Huo】Lake Ulansu,2022-03-05 00:00:00,21,45,0.337866991758346,0.33786699175834656
train_000109,train,【Huo】Lake Ulansu,2022-03-06 00:00:00,22,45,0.319115996360778,0.3191159963607788
train_000110,train,【Huo】Lake Ulansu,2022-03-07 00:00:00,23,45,0.310241997241973,0.3102419972419739
train_000111,train,【Huo】Lake Ulansu,2022-03-08 00:00:00,24,45,0.286267012357711,0.2862670123577118
train_000112,train,【Huo】Lake Ulansu,2022-03-09 00:00:00,25,45,0.277218997478485,0.2772189974784851
train_000113,train,【Huo】Lake Ulansu,2022-03-10 00:00:00,26,45,0.254379987716674,0.2543799877166748
train_000114,train,【Huo】Lake Ulansu,2022-03-11 00:00:00,27,45,0.228837996721267,0.2288379967212677
train_000115,train,【Huo】Lake Ulansu,2022-03-12 00:00:00,28,45,0.220779001712799,0.22077900171279907
train_000116,train,【Huo】Lake Ulansu,2022-03-13 00:00:00,29,45,0.192498996853828,0.19249899685382843
train_000117,train,【Huo】Lake Ulansu,2022-03-14 00:00:00,30,45,0.183661997318267,0.18366199731826782
train_000118,train,【Huo】Lake Ulansu,2022-03-15 00:00:00,31,45,0.114904001355171,0.1149040013551712
train_000119,train,【Huo】Lake Ulansu,2022-03-16 00:00:00,32,45,0.0938870012760162,0.09388700127601624
train_000120,train,【Huo】Lake Ulansu,2022-03-17 00:00:00,33,45,0.0690020024776458,0.06900200247764587
train_000121,train,【Huo】Lake Ulansu,2022-11-21 00:00:00,2,45,0.0,0.0
train_000122,train,【Huo】Lake Ulansu,2022-11-22 00:00:00,3,45,0.0,0.0
train_000123,train,【Huo】Lake Ulansu,2022-11-23 00:00:00,4,45,0.0,0.0
train_000124,train,【Huo】Lake Ulansu,2022-11-24 00:00:00,5,45,0.0,0.0
train_000125,train,【Huo】Lake Ulansu,2022-11-25 00:00:00,6,45,0.0,0.0
train_000126,train,【Huo】Lake Ulansu,2022-11-26 00:00:00,7,45,0.0,0.0
train_000127,train,【Huo】Lake Ulansu,2022-11-27 00:00:00,8,45,0.0,0.0
train_000128,train,【Huo】Lake Ulansu,2022-11-28 00:00:00,9,45,0.0,0.0
train_000129,train,【Huo】Lake Ulansu,2022-11-29 00:00:00,10,45,0.032210998237133,0.032210998237133026
train_000130,train,【Huo】Lake Ulansu,2022-11-30 00:00:00,11,45,0.0686670020222663,0.06866700202226639
train_000131,train,【Huo】Lake Ulansu,2022-12-01 00:00:00,12,45,0.107625000178813,0.10762500017881393
train_000132,train,【Huo】Lake Ulansu,2022-12-02 00:00:00,13,45,0.13391700387001,0.13391700387001038
train_000133,train,【Huo】Lake Ulansu,2022-12-03 00:00:00,14,45,0.154750004410743,0.1547500044107437
train_000134,train,【Huo】Lake Ulansu,2022-12-04 00:00:00,15,45,0.173333004117012,0.17333300411701202
train_000135,train,【Huo】Lake Ulansu,2022-12-05 00:00:00,16,45,0.189250007271766,0.18925000727176666
train_000136,train,【Huo】Lake Ulansu,2022-12-06 00:00:00,17,45,0.211250007152557,0.21125000715255737
train_000137,train,【Huo】Lake Ulansu,2022-12-07 00:00:00,18,45,0.228499993681907,0.22849999368190765
train_000138,train,【Huo】Lake Ulansu,2022-12-08 00:00:00,19,45,0.236582994461059,0.23658299446105957
train_000139,train,【Huo】Lake Ulansu,2022-12-09 00:00:00,20,45,0.24279199540615,0.24279199540615082
train_000140,train,【Huo】Lake Ulansu,2022-12-10 00:00:00,21,45,0.256999999284744,0.25699999928474426
train_000141,train,【Huo】Lake Ulansu,2022-12-11 00:00:00,22,45,0.266999989748001,0.2669999897480011
train_000142,train,【Huo】Lake Ulansu,2022-12-12 00:00:00,23,45,0.282624989748001,0.2826249897480011
train_000143,train,【Huo】Lake Ulansu,2022-12-13 00:00:00,24,45,0.299582988023757,0.29958298802375793
train_000144,train,【Huo】Lake Ulansu,2022-12-14 00:00:00,25,45,0.305124998092651,0.30512499809265137
train_000145,train,【Huo】Lake Ulansu,2022-12-15 00:00:00,26,45,0.314832985401153,0.31483298540115356
train_000146,train,【Huo】Lake Ulansu,2022-12-16 00:00:00,27,45,0.330457985401153,0.33045798540115356
train_000147,train,【Huo】Lake Ulansu,2022-12-17 00:00:00,28,45,0.342292010784149,0.34229201078414917
train_000148,train,【Huo】Lake Ulansu,2022-12-18 00:00:00,29,45,0.353291988372802,0.35329198837280273
train_000149,train,【Huo】Lake Ulansu,2022-12-19 00:00:00,30,45,0.360792011022567,0.36079201102256775
train_000150,train,【Huo】Lake Ulansu,2022-12-20 00:00:00,31,45,0.367042005062103,0.36704200506210327
train_000151,train,【Huo】Lake Ulansu,2022-12-21 00:00:00,32,45,0.376208007335662,0.37620800733566284
train_000152,train,【Huo】Lake Ulansu,2022-12-22 00:00:00,33,45,0.386000007390975,0.38600000739097595
train_000153,train,【Huo】Lake Ulansu,2022-12-23 00:00:00,34,45,0.390457987785339,0.39045798778533936
train_000154,train,【Huo】Lake Ulansu,2022-12-24 00:00:00,35,45,0.395000010728836,0.39500001072883606
train_000155,train,【Huo】Lake Ulansu,2022-12-25 00:00:00,36,45,0.399500012397766,0.3995000123977661
train_000156,train,【Huo】Lake Ulansu,2022-12-26 00:00:00,37,45,0.408374994993209,0.40837499499320984
train_000157,train,【Huo】Lake Ulansu,2022-12-27 00:00:00,38,45,0.418875008821487,0.4188750088214874
train_000158,train,【Huo】Lake Ulansu,2022-12-28 00:00:00,39,45,0.425832986831665,0.42583298683166504
train_000159,train,【Huo】Lake Ulansu,2022-12-29 00:00:00,40,45,0.433041989803314,0.4330419898033142
train_000160,train,【Huo】Lake Ulansu,2022-12-30 00:00:00,41,45,0.438625007867813,0.4386250078678131
train_000161,train,【Huo】Lake Ulansu,2022-12-31 00:00:00,42,45,0.441541999578475,0.44154199957847595
train_000162,train,【Huo】Lake Ulansu,2023-01-01 00:00:00,43,45,0.442416995763778,0.4424169957637787
train_000163,train,【Huo】Lake Ulansu,2023-01-02 00:00:00,44,45,0.442292004823684,0.4422920048236847
train_000164,train,【Huo】Lake Ulansu,2023-01-03 00:00:00,45,45,0.447167009115219,0.4471670091152191
train_000165,train,【Huo】Lake Ulansu,2023-01-04 00:00:00,46,45,0.453667014837265,0.453667014837265
train_000166,train,【Huo】Lake Ulansu,2023-01-05 00:00:00,46,45,0.453417003154754,0.45341700315475464
train_000167,train,【Huo】Lake Ulansu,2023-01-06 00:00:00,46,45,0.459542006254196,0.45954200625419617
train_000168,train,【Huo】Lake Ulansu,2023-01-07 00:00:00,46,45,0.460624992847442,0.4606249928474426
train_000169,train,【Huo】Lake Ulansu,2023-01-08 00:00:00,46,45,0.461291998624801,0.46129199862480164
train_000170,train,【Huo】Lake Ulansu,2023-01-09 00:00:00,46,45,0.461374998092651,0.46137499809265137
train_000171,train,【Huo】Lake Ulansu,2023-01-10 00:00:00,46,45,0.462208002805709,0.46220800280570984
train_000172,train,【Huo】Lake Ulansu,2023-01-11 00:00:00,46,45,0.461625009775161,0.46162500977516174
train_000173,train,【Huo】Lake Ulansu,2023-01-12 00:00:00,46,45,0.456333011388778,0.4563330113887787
train_000174,train,【Huo】Lake Ulansu,2023-01-13 00:00:00,46,45,0.458000004291534,0.4580000042915344
train_000175,train,【Huo】Lake Ulansu,2023-01-14 00:00:00,46,45,0.449874997138977,0.44987499713897705
train_000176,train,【Huo】Lake Ulansu,2023-01-15 00:00:00,46,45,0.455792009830474,0.45579200983047485
train_000177,train,【Huo】Lake Ulansu,2023-01-16 00:00:00,46,45,0.462875008583068,0.46287500858306885
train_000178,train,【Huo】Lake Ulansu,2023-01-17 00:00:00,46,45,0.462541997432708,0.46254199743270874
train_000179,train,【Huo】Lake Ulansu,2023-01-18 00:00:00,46,45,0.464291989803314,0.4642919898033142
train_000180,train,【Huo】Lake Ulansu,2023-01-19 00:00:00,46,45,0.472166985273361,0.4721669852733612
train_000181,train,【Huo】Lake Ulansu,2023-01-20 00:00:00,46,45,0.47920799255371,0.47920799255371094
train_000182,train,【Huo】Lake Ulansu,2023-01-21 00:00:00,46,45,0.477708011865615,0.47770801186561584
train_000183,train,【Huo】Lake Ulansu,2023-01-22 00:00:00,46,45,0.476792007684707,0.47679200768470764
train_000184,train,【Huo】Lake Ulansu,2023-01-23 00:00:00,46,45,0.482917010784149,0.48291701078414917
train_000185,train,【Huo】Lake Ulansu,2023-01-24 00:00:00,46,45,0.486292004585266,0.4862920045852661
train_000186,train,【Huo】Lake Ulansu,2023-01-25 00:00:00,46,45,0.488416999578475,0.48841699957847595
train_000187,train,【Huo】Lake Ulansu,2023-01-26 00:00:00,46,45,0.491124987602233,0.4911249876022339
train_000188,train,【Huo】Lake Ulansu,2023-01-27 00:00:00,46,45,0.492707997560501,0.4927079975605011
train_000189,train,【Huo】Lake Ulansu,2023-01-28 00:00:00,46,45,0.492792010307312,0.492792010307312
train_000190,train,【Huo】Lake Ulansu,2023-01-29 00:00:00,46,45,0.494583010673522,0.49458301067352295
train_000191,train,【Huo】Lake Ulansu,2023-01-30 00:00:00,46,45,0.495292007923126,0.4952920079231262
train_000192,train,【Huo】Lake Ulansu,2023-01-31 00:00:00,46,45,0.495000004768371,0.4950000047683716
train_000193,train,【Huo】Lake Ulansu,2023-02-01 00:00:00,46,45,0.495792001485824,0.4957920014858246
train_000194,train,【Huo】Lake Ulansu,2023-02-02 00:00:00,46,45,0.495292007923126,0.4952920079231262
train_000195,train,【Huo】Lake Ulansu,2023-02-03 00:00:00,46,45,0.495792001485824,0.4957920014858246
train_000196,train,【Huo】Lake Ulansu,2023-02-04 00:00:00,46,45,0.495375007390975,0.49537500739097595
train_000197,train,【Huo】Lake Ulansu,2023-02-05 00:00:00,46,45,0.494374990463256,0.49437499046325684
train_000198,train,【Huo】Lake Ulansu,2023-02-06 00:00:00,46,45,0.48462501168251,0.4846250116825104
train_000199,train,【Huo】Lake Ulansu,2023-02-07 00:00:00,46,45,0.481875002384185,0.4818750023841858
train_000200,train,【Huo】Lake Ulansu,2023-02-08 00:00:00,46,45,0.47775000333786,0.4777500033378601
train_000201,train,【Huo】Lake Ulansu,2023-02-09 00:00:00,46,45,0.474500000476837,0.47450000047683716
train_000202,train,【Huo】Lake Ulansu,2023-02-10 00:00:00,46,45,0.4757080078125,0.4757080078125
train_000203,train,【Huo】Lake Ulansu,2023-02-11 00:00:00,46,45,0.475125014781951,0.4751250147819519
train_000204,train,【Huo】Lake Ulansu,2023-02-12 00:00:00,46,45,0.478125005960464,0.4781250059604645
train_000205,train,【Huo】Lake Ulansu,2023-02-13 00:00:00,46,45,0.483541995286941,0.48354199528694153
train_000206,train,【Huo】Lake Ulansu,2023-02-14 00:00:00,46,45,0.480666995048522,0.48066699504852295
train_000207,train,【Huo】Lake Ulansu,2023-02-15 00:00:00,46,45,0.478792011737823,0.4787920117378235
train_000208,train,【Huo】Lake Ulansu,2023-02-16 00:00:00,46,45,0.465083003044128,0.4650830030441284
train_000209,train,【Huo】Lake Ulansu,2023-02-17 00:00:00,46,45,0.447667002677917,0.4476670026779175
train_000210,train,【Huo】Lake Ulansu,2023-02-18 00:00:00,46,45,0.429917007684707,0.42991700768470764
train_000211,train,【Huo】Lake Ulansu,2023-02-19 00:00:00,46,45,0.431333005428314,0.4313330054283142
train_000212,train,【Huo】Lake Ulansu,2023-02-20 00:00:00,46,45,0.430833011865615,0.43083301186561584
train_000213,train,【Huo】Lake Ulansu,2023-02-21 00:00:00,46,45,0.426041990518569,0.42604199051856995
train_000214,train,【Huo】Lake Ulansu,2023-02-22 00:00:00,46,45,0.422333002090454,0.4223330020904541
train_000215,train,【Huo】Lake Ulansu,2023-02-23 00:00:00,46,45,0.420042008161544,0.4200420081615448
train_000216,train,【Huo】Lake Ulansu,2023-02-24 00:00:00,46,45,0.416792005300521,0.41679200530052185
train_000217,train,【Huo】Lake Ulansu,2023-02-25 00:00:00,46,45,0.409207999706268,0.4092079997062683
train_000218,train,【Huo】Lake Ulansu,2023-02-26 00:00:00,46,45,0.406042009592056,0.4060420095920563
train_000219,train,【Huo】Lake Ulansu,2023-02-27 00:00:00,46,45,0.402332991361618,0.40233299136161804
train_000220,train,【Huo】Lake Ulansu,2023-02-28 00:00:00,46,45,0.397749990224838,0.39774999022483826
train_000221,train,【Huo】Lake Ulansu,2023-03-01 00:00:00,46,45,0.388792008161544,0.3887920081615448
train_000222,train,【Huo】Lake Ulansu,2023-03-02 00:00:00,46,45,0.369417011737823,0.3694170117378235
train_000223,train,【Huo】Lake Ulansu,2023-03-03 00:00:00,46,45,0.356375008821487,0.3563750088214874
train_000224,train,【Huo】Lake Ulansu,2023-03-04 00:00:00,46,45,0.344500005245208,0.34450000524520874
train_000225,train,【Huo】Lake Ulansu,2023-03-05 00:00:00,46,45,0.337792009115219,0.3377920091152191
train_000226,train,【Huo】Lake Ulansu,2023-03-06 00:00:00,46,45,0.331916987895965,0.3319169878959656
train_000227,train,【Huo】Lake Ulansu,2023-03-07 00:00:00,46,45,0.328207999467849,0.32820799946784973
train_000228,train,【Huo】Lake Ulansu,2023-03-08 00:00:00,46,45,0.327542006969451,0.3275420069694519
train_000229,train,【Huo】Lake Ulansu,2023-03-09 00:00:00,46,45,0.319833010435104,0.31983301043510437
train_000230,train,【Huo】Lake Ulansu,2023-03-10 00:00:00,46,45,0.296416997909545,0.2964169979095459
train_000231,train,【Huo】Lake Ulansu,2023-03-11 00:00:00,46,45,0.265374988317489,0.2653749883174896
train_000232,train,【Huo】Lake Ulansu,2023-03-12 00:00:00,46,45,0.242541998624801,0.24254199862480164
train_000233,train,【IISD Experimental】Lake 239,1970-04-07 00:00:00,2,45,0.6700000166893,0.6700000166893005
train_000234,train,【IISD Experimental】Lake 239,1971-02-23 00:00:00,2,45,0.519999980926513,0.5199999809265137
train_000235,train,【IISD Experimental】Lake 239,1971-03-30 00:00:00,2,45,0.699999988079071,0.699999988079071
train_000236,train,【IISD Experimental】Lake 239,1971-04-21 00:00:00,2,45,0.230000004172325,0.23000000417232513
train_000237,train,【IISD Experimental】Lake 239,1972-04-06 00:00:00,2,45,0.660000026226043,0.6600000262260437
train_000238,train,【IISD Experimental】Lake 239,1972-12-11 00:00:00,2,45,0.389999985694885,0.38999998569488525
train_000239,train,【IISD Experimental】Lake 239,1973-01-22 00:00:00,2,45,0.600000023841857,0.6000000238418579
train_000240,train,【IISD Experimental】Lake 239,1973-02-01 00:00:00,2,45,0.649999976158142,0.6499999761581421
train_000241,train,【IISD Experimental】Lake 239,1973-12-18 00:00:00,2,45,0.25,0.25
train_000242,train,【IISD Experimental】Lake 239,1974-01-22 00:00:00,3,45,0.25,0.25
